,CustomerID,Apr-2011,Aug-2011,Dec-2010,Dec-2011,Feb-2011,Jan-2011,Jul-2011,Jun-2011,Mar-2011,May-2011,Nov-2011,Oct-2011,Sep-2011
0,12346.0,0.0,0.0,0.0,0.0,0.0,77183.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12747.0,0.0,301.70000000000005,706.2699999999999,438.5,0.0,303.04,0.0,376.3,310.78000000000003,771.31,312.72999999999996,675.38,0.0
2,12748.0,1065.57,896.1600000000003,4184.999999999992,999.0000000000006,381.58999999999975,417.12000000000006,1081.4499999999998,1923.6200000000008,1165.3700000000008,2223.169999999999,10453.690000000006,2199.300000000001,6062.149999999998
3,12749.0,0.0,1896.1300000000003,0.0,763.0600000000003,0.0,0.0,0.0,0.0,0.0,859.1000000000001,572.59,0.0,0.0
4,12820.0,0.0,0.0,0.0,210.35000000000002,0.0,170.46000000000004,0.0,0.0,0.0,0.0,0.0,343.76000000000005,217.77
5,12821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.72,0.0,0.0,0.0
6,12822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.8799999999999
7,12823.0,0.0,229.5,0.0,0.0,535.5,0.0,0.0,0.0,459.0,0.0,0.0,0.0,535.5
8,12824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.11999999999995,0.0
9,12826.0,0.0,0.0,155.0,142.6,0.0,542.1,0.0,121.52,0.0,0.0,279.50000000000006,0.0,234.00000000000003
10,12827.0,0.0,0.0,0.0,111.45,0.0,0.0,0.0,0.0,0.0,0.0,100.95,217.74999999999997,0.0
11,12828.0,0.0,338.19999999999993,0.0,357.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.79999999999995,77.31
12,12829.0,0.0,0.0,85.75,0.0,0.0,207.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,12830.0,0.0,0.0,0.0,0.0,0.0,0.0,2982.160000000001,2221.84,0.0,0.0,400.32000000000005,0.0,1210.3200000000002
14,12831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.05,0.0,0.0,0.0,0.0
15,12832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.22999999999999,0.0,267.8
16,12833.0,0.0,0.0,0.0,0.0,0.0,0.0,417.37999999999994,0.0,0.0,0.0,0.0,0.0,0.0
17,12834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.38,0.0,0.0,0.0,0.0
18,12836.0,0.0,0.0,0.0,0.0,846.69,0.0,451.13,0.0,0.0,814.7099999999998,0.0,497.8300000000002,0.0
19,12837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.1,0.0,0.0,0.0,0.0,0.0
20,12838.0,0.0,0.0,390.78999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.15999999999997,0.0,0.0
21,12839.0,0.0,330.44000000000005,737.45,752.3900000000001,351.55999999999995,0.0,653.0,304.47999999999996,0.0,306.88000000000005,1075.1799999999998,387.8,692.24
22,12840.0,854.0699999999997,0.0,0.0,0.0,0.0,0.0,576.0,572.8000000000001,0.0,723.9,0.0,0.0,0.0
23,12841.0,160.67000000000002,273.7699999999999,505.99000000000007,151.01000000000002,389.18999999999994,497.88999999999993,416.6799999999999,199.73000000000002,269.9000000000001,116.09,289.44,505.34999999999985,215.86999999999998
24,12842.0,0.0,0.0,0.0,0.0,310.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.26
25,12843.0,0.0,0.0,0.0,0.0,0.0,0.0,294.3,770.95,93.4,533.6599999999999,0.0,9.95,0.0
26,12844.0,0.0,174.88000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.07999999999998,0.0,0.0
27,12845.0,0.0,0.0,0.0,0.0,65.09,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0
28,12847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.6399999999999,0.0,0.0
29,12849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.8499999999999,0.0,341.44000000000005,0.0,0.0
30,12851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.80999999999997
31,12852.0,0.0,0.0,0.0,0.0,311.54999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,12853.0,457.59999999999997,0.0,0.0,0.0,0.0,427.40000000000003,1072.1000000000001,0.0,0.0,0.0,0.0,0.0,0.0
33,12854.0,420.46999999999997,0.0,0.0,0.0,0.0,389.90000000000003,0.0,0.0,0.0,0.0,0.0,0.0,505.8799999999999
34,12855.0,0.0,0.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
